"118","牛油果","鳄梨;油梨;酪梨;樟梨",,
"119","西梅",,,
"120","槐花","洋槐花;槐米;槐蕊",,
"121","桂花","金桂;木犀;木樨;丹桂;木樨花;岩桂",,
"122","洛神花","玫瑰茄;洛神葵;山茄",,
"123","牡丹花","富贵花;洛阳花",,
"124","芍药花",,,
"125","金银花","双花;忍冬;银花;忍冬花;二宝花;金花;二花;金银忍冬;金藤花;金藤",,
"126","花生","长生果;落花生;盐酥花生;炒花生;长寿果;万寿果","花生漫画",
"127","芝麻","胡麻;脂麻;油麻","松仁",
"128","核桃","胡桃;羌桃;万岁子;核桃树;山核桃;核桃仁;合桃;胡桃肉;长寿果;胡桃仁;楸子",,
"129","杏仁","扁桃;银杏;苦杏仁;甜杏仁;杏扁;白杏",,
"130","莲子","藕实;莲实;莲米;莲蓬;莲蓬子;水芝丹;水芝;水之丹;睡莲子;莲宝",,
"131","腰果","鸡腰果;树花生;果仁;都咸树",,
"132","松子","松仁;松果;松子仁;海松子;开口松子;新罗松子;罗松子;果松子;红松果","长寿果",
"133","栗子","板栗;风栗;大栗;栗果;毛栗;瑰栗;西洋栗",,
"134","枸杞","杞子;枸杞子;枸杞豆;山枸杞;西枸杞","白刺;红耳坠;明目果;红青椒",
"135","榛子","山板栗;棰子;香榛;笨榛子;榛栗;锥栗;尖栗",,
"136","白果","银杏;银杏果;银杏果仁;银杏核;公孙树子;青果;公孙树;长寿果;果子;公孙果;定喘;杏银杏","故名银杏;鸭脚",
"137","瓜子仁",,,
"138","开心果","阿月浑子;无名子",,
"139","山楂干",,,
"140","夏威夷果","澳洲坚果",,
"141","干枣","红枣;大枣;大红枣",,
"142","桃脯","果肉",,
"143","土豆","洋芋;马铃薯;薯仔;山芋;山药蛋;红薯又叫地瓜;洋芋蛋;煮洋芋;馍馍蛋;洋番薯;洋芋花;土芋;洋山芋;马玲薯;坝上山药",,
"144","胡萝卜","红萝卜;黄萝卜;丁香萝卜;甘笋;小人参;卜香菜;药萝卜;菜人参;商邱金笋;金笋;红芦菔",,
"145","白萝卜","萝卜;莱菔;莱服;雪萝卜",,
"146","百合","百合蒜;蒜脑薯;白百合;山百合;药百合;白衣百合;百合花;野百合;强瞿;夜合;夜合花",,
"147","冬笋","笋;毛笋",,
"148","春笋","毛笋;笋",,
"149","洋葱","圆葱;葱头;球葱;玉葱;大腕葱;荷兰葱;零陵红衣葱;洋葱头",,
"150","青笋","莴笋;莴苣;香莴笋;莴苣笋;莴菜;千金菜",,
"151","藕","莲藕;莲菜;藕丝菜",,
"152","茭白","菰笋;茭笋;茭瓜;茭白笋;高瓜;菰;茭粑;茭儿菜;茭芦;雕胡米;菰菜;水生植物",,
"153","红薯","山芋;番薯;地瓜;甘薯;白薯;红苕;蜜汁地瓜;金薯;红芋;凉薯;朱薯;甜薯;紫甘薯;玉枕薯;甜味;红心地瓜干;枕薯;豆角;番芋;蕃薯;猪草",,
"154","紫薯","紫甘薯;五彩薯;德国黑薯",,
"155","荸荠","马蹄;地栗;乌芋;凫茈;芍;水栗;菩荠;马蹄爽;地梨;荔浦马蹄;马蹄不宜生食",,
"156","山药","麻山药;淮山;薯蓣;薯芋;白山药;马铃薯;大薯;淮山药;怀山药;长山药;玉延;藏山药;芹峰淮山;山薯蓣;平遥长山药;薯药;甘薯;土薯;延章;安砂小薯;山药蛋",,
"157","芋头","芋艿;香芋;芋;毛芋;毛芋头;青芋;里芋;半夏;芋仔;郓半夏",,
"158","黄瓜","青瓜;胡瓜;王瓜;瓜类;青瓜条;刺瓜;剌瓜;大黄鱼",,
"159","南瓜","番瓜;倭瓜;金瓜;麦瓜;黄瓜棒;饭瓜;窝瓜",,
"160","冬瓜","白瓜;东瓜",,
"161","苦瓜","凉瓜;癞葡萄;锦荔枝;君子菜;涩瓜;杜阮大顶凉瓜;瓜蒌;半世瓜",,
"162","丝瓜","菜瓜;水瓜;吊瓜;绵瓜;天丝瓜;布瓜;蜜瓜;絮瓜;天罗;纯阳瓜;天吊瓜;缣瓜;蛮瓜;胜瓜",,
"163","辣椒","辣子;尖椒;秦椒;番椒;海椒;椒茄;灯笼椒;长辣椒;菜椒;棒椒;辣角;面酱;麻辣羊肉干;牛角椒;大椒",,
"164","青椒","青辣椒;尖椒;甜椒;青柿子椒;香椒;辣子;海椒;秦椒",,
"165","红椒",,,
"166","茄子","茄瓜;落苏;紫瓜;昆仑瓜;矮瓜",,
"167","白菜","大白菜;结球白菜;黄芽菜;甘蓝;菘",,
"168","油菜","芸薹;油菜苔;菜薹;油白菜;苦菜;寒菜;胡菜;芸苔",,
"169","韭菜","起阳草;长生韭;壮阳草;扁菜;韭;懒人菜",,
"170","菠菜","赤根菜;鹦鹉菜;菠棱;菠薐",,
"171","芹菜","香芹;药芹菜;旱芹;野芫荽;药芹;蒲芹;地锦苗",,
"172","圆白菜","洋白菜;卷心菜;包菜;大头菜;椰菜;结球甘蓝;甘蓝;牛心菜;双美甘蓝;高丽菜各式炝炒圆白菜",,
"173","小白菜","鸡毛菜;油白菜;小青菜;白菜苗;杭白菜;毕秀姑",,
"174","娃娃菜","儿菜;微型大白菜;超生菜;嫩白菜",,
"175","生菜","莴苣;莴笋;叶用莴苣;莴苣叶子",,
"176","茼蒿","菊花菜;蓬蒿;蒿子秆;皇帝菜;春菊;蒿子杆",,
"177","芦笋","石刁柏;龙须菜;龙须草;蔬菜之王",,
"178","蕨菜","龙头菜;拳头菜;长寿菜;吉祥菜;蕨儿菜;如意菜;龙爪菜;凤爪菜;乌糯;鹿角菜;鸡爪子;猫爪;蕨萁;拳菜;佛手;龙头蕨;凤凰草;商山芝;紫蕨;羊蕨;桅杆菜",,
"179","豆苗","豌豆苗",,
"180","紫甘蓝","紫卷心菜;紫包菜;紫椰菜;红甘蓝;紫圆白菜",,
"181","芥蓝","芥兰;白花芥蓝;大头菜;青苤蓝;绿叶甘蓝;甘蓝球",,
"182","荠菜","地菜",,
"183","香椿","香椿芽;香椿头;椿芽;香椿尖;椿叶;椿树;大红椿树;白椿;香桩头",,
"184","韭黄","韭芽;黄韭;韭菜芽子;生产韭芽",,
"185","牛蒡","东洋参;牛菜;大力子;牛蒡子;蝙蝠刺;牛蒡根;东洋萝卜;疙瘩菜;黑萝卜;牛鞭菜;东洋人参;火山药;老母猪耳朵;黑根丝",,
"186","橄榄菜",,,
"187","竹笋","笋子;笋;玉兰片;竹芽;毛笋;竹肉;做菜",,
"188","青菜","芥菜;胶菜;江门白菜;薹菜;瓢儿菜;小油菜;大叶芥;油白菜;菜干;美华青梗菜;蔬菜",,
"189","香菜","芫荽;胡荽;香荽;番茄蛋汤;盐荽;珍珠菜",,
"190","青蒜","蒜苗;大蒜叶;马坝蒜苗",,
"191","西芹","香芹;西洋芹菜;洋芹;美芹",,
"192","菜花","花椰菜;花菜;菜心;西兰花;花椰菜菜花性凉;味甘;尖锐湿疣",,
"193","海带","昆布;海带菜;江白菜;海草;海昆布;海带草;海马蔺;鹅掌菜;黑昆布",,
"194","紫菜","索菜;子菜;坛紫菜;甘紫菜;海菜;薇菜",,
"195","海苔",,,
"196","香菇","香茹;香蕈;花菇;香菌;香信;香菰;北菇;合蕈",,
"197","木耳","黑木耳;光木耳;豆腐菜;桑耳;松耳;云耳",,
"198","银耳","白木耳;雪耳;银耳子;银耳菌;白耳子;穷人的燕窝;真菌类银耳科银耳",,
"199","金针菇","金菇;金针蘑;毛柄金钱菌;朴菇;金针菇丛枝病",,
"200","平菇","蚝菇;糙皮侧耳;侧耳;鲍菇;黑牡丹菇",,
"201","草菇","苞脚菇;兰花菇;轩菇;蓝花菇;包脚菇;赤虹链霉菌",,
"202","口蘑","白蘑菇;白蘑",,
"203","茶树菇","茶叶菇;杨树菇;薪菇;柳蘑;茶树菌",,
"204","猴头菇","猴菇;猴头菌;猴头蘑;猴头;花菜菌;刺猬菌;山伏菌",,
"205","榛蘑",,,
"206","杏鲍菇","刺芹侧耳",,
"207","鸡腿菇","鸡腿蘑;刺蘑菇;毛头鬼伞",,
"208","蟹味菇","真姬菇;玉蕈;荷叶离褶伞;斑玉蕈",,
"209","冬菇","龙船香菇;野生香菇;香菇炒豆泥;香蕈",,
"210","裙带菜","海藻之王",,
"211","蘑菇","菌菇;双孢蘑菇;白蘑菇;蕈类;蘑菇菌;洋蘑菇;鲜蘑;蒙古蘑菇;肉菌;菌子;蘑菰;美味牛肝;白蘑;环纹苦乳菇",,
"212","双孢菇","洋菇",,
"213","竹笋","笋子;笋;玉兰片;竹芽;毛笋;竹肉;做菜",,
"214","白玉菇","白色品系",,
"215","牛肝菌","羊肝牛肝菌菌;绒帽牛肝菌;罐罐菌;罐罐菌炒肉",,
"216","黑牛肝菌",,,
"217","黄牛肝菌","黄皮牛肝菌",,
"218","白灵菇","阿魏菇;翅鲍菇;百灵芝菇;阿魏蘑;克什米尔神菇;阿魏侧耳;雪山灵芝;白阿魏菇",,
"219","滑子菇","珍珠菇;滑菇",,
"220","元蘑","黄蘑",,
"221","鸡枞","云南鸡棕",,
"222","石耳","岩耳;灵芝;谷城黑木耳;美味石耳",,
"223","牛肚菌",,,
"224","干巴菌","松毛菌",,
"225","红蘑","松树伞",,
"226","慈菇","蔬慈菇卵;燕尾草;蔬卵;剪刀草",,
"227","罗汉果","长寿果",,
"228","川贝","川贝母;贝母",,
"229","首乌","制首乌;何首乌;桃柳藤;陈知白;马肝石;疮帚;赤葛;蛇草;野苗",,
"230","人参","山参;高丽参;红参;党参;野参",,
"231","荷叶","莲叶;莲花茎",,
"232","阿胶","驴胶;驴皮胶;傅致胶;阿胶珠;宁夏驴皮胶;黄明胶;傅氏胶;盆覆胶",,
"233","冬虫夏草","虫草;冬虫草;北冬虫草;夏草冬虫;仙草;中华虫草;中华虫草菌",,
"234","陈皮","橙皮;橘皮;橘子皮;柑皮;桔子皮;黄橘皮;广橘皮;青皮;广皮",,
"235","白芷","香白芷;亳白芷;泽芬;神农本草经",,
"236","肉桂","桂皮;玉桂;桂枝;香桂;树皮芳香;简桂种;中国肉桂;官桂;牡桂;木桂",,
"237","酸菜","泡酸菜;泡青菜;四川泡菜;渍菜",,
"238","榨菜","青菜头;天然味精",,
"239","辣白菜","高丽咸菜",,
"240","泡菜","腌菜;洗澡泡菜;坛子菜;酸白菜",,
"241","酸笋",,,
"242","酸豆角","豇豆角",,
"243","酸豇豆","豆角",,
"244","虾","大虾;中国对虾;开洋",,
"245","虾仁","虾米",,
"246","海虾","红虾;赤虾;大青虾",,
"247","河虾","沼虾;日本沼虾;马虾;秀丽白虾",,
"248","北极虾","北极甜虾",,
"249","龙虾","螯虾;大虾",,
"250","明虾","大虾;青虾;渤海对虾;中国对虾",,
"251","基围虾","沙虾",,
"252","小龙虾","淡水龙虾",,
"253","皮皮虾","虾虎;濑尿虾;虾蛄;富贵虾;虾菇;虾爬子",,
"254","海米","虾米;干虾仁;虾干;成都海米信息技术有限公司",,
"255","虾皮","虾米;虾米皮;虾壳",,
"256","江虾",,,
"257","对虾","大虾;中国对虾;东方对虾;大明虾",,
"258","梭子蟹","蝤蛑;白蟹;舟山三疣梭子蟹;三疣梭子蟹",,
"259","大闸蟹","中华绒螯蟹;毛蟹;清水蟹;绍兴河蟹",,
"260","河蟹","中华绒螯蟹;毛蟹;蟛蜞",,
"261","螃蟹","中华绒螯蟹;毛蟹;稻蟹;蟹状星云;微山湖大闸蟹;绍兴河蟹;爬海",,
"262","青蟹","膏蟹;锯缘青蟹;黄甲蟹;蝤蛑;乌豆蟹;肉蟹;蝤蠓;梭子蟹科",,
"263","海蟹","三疣梭子蟹",,
"264","帝王蟹","皇帝蟹;石蟹;雪场蟹;岩蟹",,
"265","花蟹","大红蟹;红蟹",,
"266","沙蟹","梭哈",,
"267","海螺","波螺;骨螺",,
"268","扇贝","瑶柱;江瑶柱;干贝蛉;海扇;蜜丁;贝肉",,
"269","鲜贝","带子",,
"270","干贝","瑶柱;江珧柱;江瑶柱;干瑶柱;干制品;珧柱;鳐柱",,
"271","蛤蜊","花甲;蛤;油蛤;沙蛤;杂色蛤仔;蛤仔",,
"272","蛏子","鲜蛏;缢蛏",,
"273","生蚝","牡蛎;铁板生蚝;海底牛奶",,
"274","文蛤","花蛤;黄蛤;花甲;平潭赤螯",,
"275","鲍鱼","鳆鱼;九孔螺;大鲍;腹鱼;石决明肉;明目鱼;镜面鱼",,
"276","海蚌","西施舌",,
"277","香螺","响螺;山坑螺",,
"278","田螺","螺蛳;酱油螺蛳;田赢;田中螺;铁螺",,
"279","红螺",,,
"280","贻贝","淡菜",,
"281","河蚬","黄蚬;金蚶;蟟蚌;蟟仔;沙蜊;扁螺",,
"282","河蚌","河蛤蜊;无齿蚌;三角帆蚌;鸟贝",,
"283","赤贝","魁蚶",,
"284","草鱼","鲩鱼;清蒸鲩鱼;鲩;草根鱼;厚子鱼;草包鱼;草鲩",,
"285","鲫鱼",,,
"286","鲈鱼",,,
"287","鲤鱼",,,
"288","鲶鱼",,,
"289","带鱼","刀鱼",,
"290","三文鱼",,"三文鱼虫",
"291","鳕鱼",,,
"292","黄鱼","黄花鱼",,
"293","鲳鱼","平鱼",,
"294","鳗鱼","鳗鲡",,
"295","龙利鱼",,,
"296","鲅鱼",,,
"297","桂鱼",,,
"298","鱼头",,,
"299","金枪鱼",,,
"300","丁香鱼",,,
"301","鲢鱼","白鲢鱼;白鲢;鲢鳙",,
"302","银鱼",,,
"303","青鱼",,,
"304","秋刀鱼",,,
"305","鲷鱼",,,
"306","比目鱼",,,
"307","多春鱼",,,
"308","多宝鱼",,,
"309","黑鱼","蛇头鱼;乌鳢;乌鱼",,
"310","鳊鱼",,,
"311","鱼片",,,
"312","武昌鱼",,,
"313","罗非鱼",,,
"314","鲮鱼",,,
"315","虹鳟鱼",,,
"316","鲟鱼","中华鲟",,
"317","沙尖鱼",,,
"318","沙丁鱼",,,
"319","鮸鱼","鳘鱼",,
"320","石斑鱼",,,
"321","虱目鱼",,,
"322","华子鱼",,,
"323","跳跳鱼","弹涂鱼",,
"324","鱼丸","鱼蛋",,
"325","鱼籽",,,
"326","鱿鱼",,,
"327","墨鱼","墨斗鱼;乌贼",,
"328","海参","刺参",,
"329","海蜇",,,
"330","甲鱼","鳖;水鱼;王八",,
"331","木鱼花",,,
"332","金枪鱼罐头",,,
"333","蟹柳",,,
"334","鱼干",,,
"335","鱼肉松",,,
"336","干鱿鱼",,,
"337","海胆",,,
"338","海兔",,,
"339","鱼板",,,
"340","鱼饼",,,
"341","大米","稻米",,
"342","糙米",,,
"343","米饭","白米饭;白饭",,
"344","糯米","江米",,
"345","年糕","粘糕;米糕",,
"346","香米",,,
"347","糯米粉",,,
"348","饵块",,,
"349","粳米",,,
"350","籼米",,,
"351","面粉","小麦粉",,
"352","高筋面粉","高筋小麦粉",,
"353","低筋面粉","低筋粉",,
"354","中筋面粉",,,
"355","玉米面","包米面;包谷面;苞米面",,
"356","全麦粉","全麦面粉",,
"357","小麦面粉","粉",,
"358","面条",,,
"359","挂面",,,
"360","意大利面","意大利面条;意面",,
"361","油条",,,
"362","吐司",,,
"363","小米",,,
"364","黑米",,,
"365","紫米",,,
"366","薏米","薏仁米;薏苡仁;薏仁",,
"367","燕麦片","麦片",,
"368","大麦",,,
"369","荞麦","苦荞",,
"370","黄米",,,
"371","高粱米",,,
"372","小米面",,,
"373","荞麦粉",,,
"374","黄米面",,,
"375","菰米",,,
"376","玉米粒","苞米",,
"377","玉米","包米;包谷;苞米",,
"378","西米",,,
"379","粉丝","粉条",,
"380","魔芋",,,
"381","籼米粉",,,
"382","米粉","米糊",,
"383","奶油","乳酪",,
"384","奶酪","干酪;乳酪;芝士",,
"385","牛奶",,,
"386","黄油",,,
"387","酸奶","酸牛奶",,
"388","豌豆",,,
"389","豇豆","豆角",,
"390","黄豆","豆子;大豆",,
"391","红豆","红豆豆;赤豆;相思豆",,
"392","荷兰豆",,,
"393","毛豆","大豆",,
"394","绿豆",,,
"395","蚕豆","胡豆",,
"396","豆腐",,,
"397","南豆腐",,,
"398","北豆腐",,,
"399","冻豆腐",,,
"400","腐竹",,,
"401","千张",,,
"402","豆浆","豆奶",,
"403","香干","豆腐干",,
"404","红腰豆",,,
"405","油豆腐",,,
"406","素鸡",,,
"407","豆腐脑",,,
"408","黑豆","黑大豆",,
"409","芸豆","菜豆;扁豆;四季豆",,
"410","油豆皮","油豆腐皮",,
"411","鸡蛋",,,
"412","鸭蛋",,,
"413","鹌鹑蛋",,,
"414","皮蛋","松花蛋",,
"415","卤蛋","卤鸡蛋",,
"416","鹅蛋",,,
"417","咸蛋黄",,,
"418","蛋清","蛋白",,
"419","鸡蛋液",,,
"420","牛至",,,
"421","茴香",,,
"422","罗勒",,,
"423","薄荷",,,
"424","姜",,,
"425","咖喱粉",,,
"426","芥末",,,
"427","迷迭香",,,
"428","胡椒粉",,,
"429","蒜",,,
"430","鸡精",,,
"431","花椒","麻椒",,
"432","生姜","姜片;大姜",,
"433","八角","大料",,
"434","辣椒粉",,,
"435","味精",,,
"436","五香粉",,,
"437","辣椒油","海椒油;辣子油",,
"438","鸡粉",,,
"439","老干妈",,,
"440","海鲜酱",,,
"441","牛肉酱",,,
"442","花生酱",,,
"443","橄榄油",,,
"444","菜籽油","菜油",,
"445","色拉油","沙拉油",,
"446","油",,,
"447","玉米油",,,
"448","香油","芝麻油;麻油",,
"449","蚝油",,,
"450","白砂糖","白白糖",,
"451","绵白糖","绵砂糖",,
"452","红糖",,,
"453","糖粉",,,
"454","细砂糖",,,
